nama_sekolah ,kecamatan,kota_adminstrasi,jumlah_siswa,jumlah_guru,latitude,longitude
SDN Jembatan Besi 03 Pg.,Tambora,Jakarta Barat,331,15,-6.152465,106.798019
SDN Jembatan Besi 04 Pt.,Tambora,Jakarta Barat,267,10,-6.152465,106.798019
SDN Duri Utara 03 Pg.,Tambora,Jakarta Barat,234,11,-6.153776,106.804008
SDN Duri Utara 04 Pt.,Tambora,Jakarta Barat,238,9,-6.153776,106.804008
SDN Duri Utara 06 Pt.,Tambora,Jakarta Barat,208,10,-6.15406,106.803894
SDN Angke 06 Pg.,Tambora,Jakarta Barat,278,13,-6.15415,106.804176
SDN Duri Utara 05 Pg.,Tambora,Jakarta Barat,249,11,-6.15415,106.804176
SDN Duri Utara 01 Pg.,Tambora,Jakarta Barat,259,10,-6.154179,106.803932
SDN Duri Utara 02 Pt.,Tambora,Jakarta Barat,226,13,-6.154179,106.803932
SDN Tanah Sereal 03 Pg.,Tambora,Jakarta Barat,220,11,-6.154619,106.809769
SDN Tanah Sereal 04 Pt.,Tambora,Jakarta Barat,196,8,-6.154619,106.809769
SDN Kali Anyar 01 Pg.,Tambora,Jakarta Barat,259,15,-6.155688,106.798698
SDN Kali Anyar 02 Pt.,Tambora,Jakarta Barat,264,12,-6.155688,106.798698
SDN Karet Tengsin 21 Pg.,Tanah Abang,Jakarta Pusat,260,16,-6.123821,106.485245
SDN Kampung Bali 01 Pg.,Tanah Abang,Jakarta Pusat,266,16,-6.17943,106.815323
SDN Kampung Bali 03 Pg.,Tanah Abang,Jakarta Pusat,209,11,-6.183443,106.817116
SDN Kampung Bali 07 Pg.,Tanah Abang,Jakarta Pusat,168,9,-6.18596,106.818604
SDN Kebon Kacang 05 Pg.,Tanah Abang,Jakarta Pusat,137,8,-6.188808,106.818893
SDN Petamburan 07 Pg.,Tanah Abang,Jakarta Pusat,313,22,-6.192904,106.808212
SDN Kebon Melati 02 Pg.,Tanah Abang,Jakarta Pusat,352,17,-6.192998,106.814034
SDN Kebon Melati 01 Pg.,Tanah Abang,Jakarta Pusat,289,11,-6.193013,106.813843
SDN Kebon Melati 03 Pg.,Tanah Abang,Jakarta Pusat,268,12,-6.193019,106.81398
SDN Petamburan 05 Pg.,Tanah Abang,Jakarta Pusat,527,24,-6.193114,106.80822
SDN Kebon Kacang 03 Pg.,Tanah Abang,Jakarta Pusat,354,20,-6.193241,106.81543
SDN Kebon Kacang 02 Pt.,Tanah Abang,Jakarta Pusat,166,12,-6.193449,106.81662
SDN Kebon Kacang 01 Pg.,Tanah Abang,Jakarta Pusat,376,16,-6.1935,106.815498
SDN Petamburan 01 Pg.,Tanah Abang,Jakarta Pusat,441,33,-6.19624,106.808167
SDN Petamburan 03 Pg.,Tanah Abang,Jakarta Pusat,581,29,-6.196267,106.807785
SDN Karet Tengsin 01 Pg.,Tanah Abang,Jakarta Pusat,147,9,-6.201973,106.816696
SDN BENDUNGAN HILIR 01.,Tanah Abang,Jakarta Pusat,777,30,-6.203008,106.808548
SDN Karet Tengsin 13 Pg.,Tanah Abang,Jakarta Pusat,484,26,-6.204641,106.815193
SDN Bendungan Hilir 05 Pg.,Tanah Abang,Jakarta Pusat,299,18,-6.206306,106.808113
SDN Bendungan Hilir 09 Pg.,Tanah Abang,Jakarta Pusat,349,18,-6.206399,106.807938
SDN Karet Tengsin 15 Pg.,Tanah Abang,Jakarta Pusat,344,18,-6.208792,106.815773
SDN Bendungan Hilir 12 Pg.,Tanah Abang,Jakarta Pusat,291,17,-6.21464,106.811256
SDN Tanjung Priok 01 Pg.,Tanjung Priok,Jakarta Utara,402,18,-6.11117,106.891342
SDN Kebon Bawang 03 Pg.,Tanjung Priok,Jakarta Utara,299,14,-6.113182,106.888649
SDN Kebon Bawang 07 Pg.,Tanjung Priok,Jakarta Utara,303,11,-6.113902,106.888718
SDN Kebon Bawang 01 Pg.,Tanjung Priok,Jakarta Utara,589,27,-6.114814,106.88623
SDN Kebon Bawang 04 Pt.,Tanjung Priok,Jakarta Utara,287,12,-6.114825,106.886208
SDN Kebon Bawang 08 Pt.,Tanjung Priok,Jakarta Utara,276,17,-6.115435,106.886147
SDN Sunter Jaya 06 Pt.,Tanjung Priok,Jakarta Utara,297,13,-6.115572,106.866913
SDN Sungai Bambu 01 Pg.,Tanjung Priok,Jakarta Utara,632,29,-6.116899,106.883522
SDN Tanjung Priok 02 Pg.,Tanjung Priok,Jakarta Utara,374,20,-6.118569,106.869492
SDN Tanjung Priok 03 Pt.,Tanjung Priok,Jakarta Utara,315,11,-6.118569,106.869492
SDN Sungai Bambu 03,Tanjung Priok,Jakarta Utara,638,23,-6.118665,106.883301
SDN Tanjung Priok 04 Pg.,Tanjung Priok,Jakarta Utara,339,16,-6.120789,106.869156
SDN Tanjung Priok 05 Pt.,Tanjung Priok,Jakarta Utara,382,14,-6.120789,106.869156
SDN Warakas 06 Pt.,Tanjung Priok,Jakarta Utara,275,12,-6.121119,106.871956
SDN Warakas 07 Pg.,Tanjung Priok,Jakarta Utara,603,26,-6.121139,106.871971
SDN Warakas 05 Pg.,Tanjung Priok,Jakarta Utara,297,12,-6.121783,106.87233
SDN Warakas 03 Pg.,Tanjung Priok,Jakarta Utara,306,12,-6.123325,106.872749
SDN Warakas 04 Pt.,Tanjung Priok,Jakarta Utara,338,12,-6.123325,106.872749
SDN Warakas 02 Pt.,Tanjung Priok,Jakarta Utara,404,19,-6.125327,106.879333
SDN Warakas 01 Pg.,Tanjung Priok,Jakarta Utara,449,17,-6.125327,106.879333
SDN Kebon Bawang 05 Pg.,Tanjung Priok,Jakarta Utara,819,38,-6.125969,106.889
SDN Kebon Bawang 09 Pt.,Tanjung Priok,Jakarta Utara,322,16,-6.126093,106.884865
SDN Papanggo 01,Tanjung Priok,Jakarta Utara,779,31,-6.127495,106.877129
SDN Papanggo 03 Pg.,Tanjung Priok,Jakarta Utara,420,14,-6.127505,106.876953
SDN Sunter Jaya 01 Pg.,Tanjung Priok,Jakarta Utara,328,14,-6.127583,106.852226
SDN Sunter Agung 09 Pg.,Tanjung Priok,Jakarta Utara,467,20,-6.127902,106.859062
SDN Sungai Bambu 05 Pg.,Tanjung Priok,Jakarta Utara,606,33,-6.130369,106.886261
SDN Sunter Agung 01,Tanjung Priok,Jakarta Utara,520,22,-6.132715,106.857063
SDN Sunter Agung 13 Pg.,Tanjung Priok,Jakarta Utara,407,18,-6.134379,106.852577
SDN Sunter Agung 11 Pg.,Tanjung Priok,Jakarta Utara,387,13,-6.134439,106.870674
SDN Sunter Agung 05 Pg.,Tanjung Priok,Jakarta Utara,555,20,-6.134749,106.858383
SDN Sunter Agung 12 Pg.,Tanjung Priok,Jakarta Utara,351,17,-6.139619,106.866997
SDN Sunter Agung 03 Pg.,Tanjung Priok,Jakarta Utara,178,21,-6.143824,106.861443
SDN Sunter Agung 07 Pg.,Tanjung Priok,Jakarta Utara,469,19,-6.147349,106.859741
SDN Sunter Jaya 05 Pg.,Tanjung Priok,Jakarta Utara,375,13,-6.150325,106.861275
SDN Sunter Jaya 09 Pg.,Tanjung Priok,Jakarta Utara,430,22,-6.153096,106.880768
SDN Sunter Jaya 02 Pt.,Tanjung Priok,Jakarta Utara,304,11,-6.155686,106.867165
SDN Sunter Jaya 03 Pg.,Tanjung Priok,Jakarta Utara,341,13,-6.15633,106.86718
SDN Sunter Jaya 04 Pt.,Tanjung Priok,Jakarta Utara,277,12,-6.15633,106.86718
SDN Sunter Jaya 07,Tanjung Priok,Jakarta Utara,553,24,-6.160035,106.873978
